product_id,product_name,category,brand,price,cost_price,discount_pct,rating,num_reviews,stock_quantity,reorder_point,weight_kg,sku,launch_date,is_active,is_featured,warranty_period,supplier_id,tags
518,SPF50 Sunscreen Gel,Beauty & Personal Care,The Ordinary,1289.12,679.44,38.0,3.3,7346,6177,21,17.35,SKU-IADPZ9Q8,2023-03-22,Yes,,6 months,SUP-1095,new|trending|clearance
519,Gel Nail Polish Kit,Beauty & Personal Care,Maybelline,418.22,210.73,27.1,4.1,791,8877,354,19.94,SKU-XFDZOEJF,2023-07-26,no,Yes,6 months,SUP-5330,premium|new|trending
520,Electric Toothbrush Sonic,Beauty & Personal Care,Cetaphil,383.63,266.9,6.4,4.4,3007,8141,435,0.05,SKU-U7BWHZMJ,2021-03-24,no,No,1 year,SUP-8700,organic|eco
521,Conditioner Deep Repair,Beauty & Personal Care,Lakme,789.14,440.67,4.1,5.0,593,6381,492,23.35,SKU-72NRCMUZ,2021-04-02,Yes,Yes,6 months,SUP-8599,trending
522,BB Cream SPF30,Beauty & Personal Care,L'Oreal,412.81,171.46,20.8,4.2,4863,5143,358,0.42,SKU-8JZ9DS2U,2022-05-24,No,No,1 year,SUP-9550,limited|eco
523,Oil-Free Moisturizer,Beauty & Personal Care,MAC,1546.44,695.03,21.3,4.2,6643,8821,52,5.37,SKU-11BLF1XO,2023-11-30,Yes,Yes,2 years,SUP-6897,eco|new
524,Vitamin C Face Toner,Beauty & Personal Care,Himalaya,1646.12,1228.67,44.8,4.6,7626,8879,267,4.92,SKU-KG2N968K,2024-11-22,Yes,,,SUP-8279,limited
525,Argan Hair Serum,Beauty & Personal Care,MAC,2474.83,1504.51,24.3,2.3,6272,5317,64,1.11,SKU-WLA9DI89,2022-12-20,YES,Yes,,SUP-6382,limited|sale|new|trending
526,Charcoal Face Wash,Beauty & Personal Care,Maybelline,2994.64,2133.8,30.0,1.7,7381,5140,411,19.86,SKU-U5CFP37C,2021-06-22,yes,No,1 year,SUP-6685,clearance|eco|sale
527,Argan Hair Serum,Beauty & Personal Care,Lakme,1654.48,1200.76,31.9,3.4,2999,459,477,5.8,SKU-1CAO8W81,2021-01-19,Yes,No,2 years,SUP-1514,sale|organic|premium|wireless
528,Electric Toothbrush Sonic,Beauty & Personal Care,MAC,526.92,311.36,15.6,4.0,7449,6124,361,14.2,SKU-FNCC8UUX,2022-09-10,YES,,Lifetime,SUP-8196,bestseller
529,Argan Hair Serum,Beauty & Personal Care,Forest Essentials,870.48,525.22,43.3,2.5,1843,336,11,9.85,SKU-Q14MAFMA,2023-02-06,Yes,Yes,1 year,SUP-4008,organic|premium|new|wireless
530,Beard Growth Oil 30ml,Beauty & Personal Care,Biotique,290.27,117.66,35.4,3.3,5268,6910,439,16.94,SKU-MA1T6SIF,2024-11-03,Yes,Yes,No warranty,SUP-3229,premium
531,Compact Powder,Beauty & Personal Care,Neutrogena,1631.38,837.14,25.5,1.7,1400,9722,387,14.86,SKU-PGB8IY52,2024-10-06,Yes,Yes,Lifetime,SUP-5191,sale|new|wireless|bestseller
532,SPF50 Sunscreen Gel,Beauty & Personal Care,Lakme,2102.77,964.93,29.1,3.4,5408,2800,44,8.85,SKU-62S60YUP,2024-04-15,Yes,No,Lifetime,SUP-2336,wireless|clearance|organic
533,Electric Toothbrush Sonic,Beauty & Personal Care,Forest Essentials,2297.94,1481.66,38.6,1.3,3075,9972,492,3.91,SKU-6RGSL55X,2023-03-10,Yes,No,No warranty,SUP-1884,wireless|premium
534,Full Coverage Foundation,Beauty & Personal Care,L'Oreal,835.89,476.91,12.5,1.8,1078,8599,392,2.79,SKU-P8MVHAEW,2021-01-21,Yes,Yes,6 months,SUP-3445,new|clearance
535,Argan Hair Serum,Beauty & Personal Care,L'Oreal,2279.12,1313.16,18.8,4.5,3335,4152,212,4.97,SKU-Y3M2I3QM,2024-11-03,Yes,No,1 year,SUP-1375,limited
536,Mascara Waterproof,Beauty & Personal Care,L'Oreal,481.57,318.88,23.9,1.5,6432,477,144,6.24,SKU-8TJWOFC5,2024-12-29,Yes,Yes,,SUP-7649,limited|wireless|clearance
537,Full Coverage Foundation,Beauty & Personal Care,Maybelline,2413.52,1271.24,2.7,3.3,6379,4173,163,16.42,SKU-PP9YVGIP,2021-01-14,No,No,No warranty,SUP-3767,trending|wireless|premium|organic
538,Perfume Eau De Toilette,Beauty & Personal Care,The Ordinary,458.16,292.17,38.3,3.5,7823,643,283,18.39,SKU-8VYDWOX0,2024-11-10,Yes,No,No warranty,SUP-4293,new|premium
539,Perfume Eau De Toilette,Beauty & Personal Care,Forest Essentials,785.92,370.02,36.7,4.2,1973,1270,50,17.67,SKU-NYRB9J52,2022-08-30,No,Yes,No warranty,SUP-5395,bestseller|eco|wireless
540,Mascara Waterproof,Beauty & Personal Care,Neutrogena,2421.65,1333.89,40.8,1.5,1450,5623,156,9.28,SKU-T6U777LD,2022-06-15,Yes,Yes,2 years,SUP-7081,premium|clearance|new|sale
541,Hair Dryer 2200W,Beauty & Personal Care,MAC,800.76,428.15,42.0,2.1,5469,4338,343,13.63,SKU-H2FOE15H,2024-06-11,Yes,Yes,1 year,SUP-8502,sale
542,Eye Shadow Palette 20 Colors,Beauty & Personal Care,Lakme,242.81,159.15,20.1,4.7,4562,4601,172,3.95,SKU-N8K6P62J,2024-08-04,no,Yes,1 year,SUP-3680,organic
543,BB Cream SPF30,Beauty & Personal Care,Himalaya,1292.77,825.68,18.3,1.8,27,1826,152,22.78,SKU-XB1Z337C,2024-12-11,yes,Yes,6 Months,,clearance|new
544,Argan Hair Serum,Beauty & Personal Care,Maybelline,1814.62,869.83,25.8,4.2,6301,3565,400,9.98,SKU-3YRFBENM,2024-01-07,Yes,No,1 year,SUP-1438,wireless|clearance
545,Argan Hair Serum,Beauty & Personal Care,Forest Essentials,456.57,293.41,36.7,1.9,5045,3114,467,13.08,SKU-VANRY632,2021-12-17,Yes,No,6 months,SUP-1569,sale
546,Matte Lipstick Set 12,Beauty & Personal Care,Neutrogena,2490.15,1170.29,1.7,1.1,1021,2555,212,2.54,SKU-X89I8YWG,2021-05-20,no,Yes,1 Year,SUP-5231,bestseller|eco|clearance|limited
547,Full Coverage Foundation,Beauty & Personal Care,Lakme,2759.33,1594.69,28.6,4.0,2392,4157,88,8.69,SKU-94UZXY4G,2022-07-04,YES,Yes,1 Year,SUP-6530,limited
548,Oil-Free Moisturizer,Beauty & Personal Care,Maybelline,818.31,523.13,22.1,1.4,1935,103,258,16.74,SKU-IUKEUF5C,2024-04-18,YES,No,6 months,SUP-5699,wireless|clearance
549,Hair Dryer 2200W,Beauty & Personal Care,The Ordinary,222.8,102.71,28.2,1.3,708,7014,378,6.73,SKU-C1YLJUYU,2022-08-08,Yes,No,Lifetime,,
550,Shampoo Anti-Hairfall,Beauty & Personal Care,Maybelline,1986.59,898.7,3.3,1.8,1995,7045,473,23.67,SKU-OTXOUSHF,2023-02-02,no,No,Lifetime,SUP-4037,sale|clearance|eco|organic
551,Beard Growth Oil 30ml,Beauty & Personal Care,Forest Essentials,2056.39,1470.4,31.4,,944,9873,56,15.77,SKU-NLBS0UMI,2021-08-13,Yes,No,6 months,SUP-1385,limited|premium|organic|clearance
552,Full Coverage Foundation,Beauty & Personal Care,Cetaphil,1395.48,707.73,24.5,4.1,4066,6568,162,14.33,SKU-V75D3NMY,2021-02-22,No,,No warranty,SUP-6156,bestseller|sale|limited|new
553,Compact Powder,Beauty & Personal Care,The Ordinary,2089.36,998.63,9.3,3.8,4862,7634,378,0.25,SKU-NDTQYPIC,2022-05-03,No,No,Lifetime,SUP-6495,premium|limited|organic
554,Gel Nail Polish Kit,Beauty & Personal Care,Forest Essentials,775.91,330.19,40.4,3.4,3240,9328,485,15.11,SKU-IV48JUKU,2022-02-23,YES,,1 Year,SUP-3807,wireless
555,Compact Powder,Beauty & Personal Care,Neutrogena,2647.6,1598.95,42.0,1.4,1291,1697,14,24.94,SKU-1QCG41RK,2024-08-15,yes,No,6 Months,SUP-7070,new|sale
556,Oil-Free Moisturizer,Beauty & Personal Care,Lakme,674.22,282.57,1.2,4.6,7165,5828,64,3.45,SKU-E0Q45TVG,2023-06-24,yes,Yes,Lifetime,SUP-2292,trending|premium
557,Beard Growth Oil 30ml,Beauty & Personal Care,Maybelline,2803.97,1662.07,2.2,1.8,7292,3007,107,20.73,SKU-FYE4HQGO,2023-10-17,Yes,Yes,6 Months,SUP-7810,organic|sale|wireless|premium
558,Compact Powder,Beauty & Personal Care,Biotique,1749.79,730.61,39.9,3.6,5297,7983,234,22.24,SKU-CJ9K4CI2,2024-07-20,yes,Yes,1 Year,SUP-5592,new|clearance|eco
559,Full Coverage Foundation,Beauty & Personal Care,MAC,32.91,13.35,14.9,3.3,883,3531,114,21.95,SKU-IHJQCYYP,2022-12-10,yes,Yes,No warranty,SUP-8837,eco|bestseller|sale
560,Beard Growth Oil 30ml,Beauty & Personal Care,MAC,778.65,444.35,10.6,1.9,5871,2159,33,3.22,SKU-KC8U091D,2024-01-20,Yes,No,1 year,,premium|organic|clearance|eco
561,Electric Toothbrush Sonic,Beauty & Personal Care,Biotique,1868.78,1291.97,42.1,1.7,2160,819,207,9.03,SKU-TT7FYWM5,2021-04-10,Yes,No,6 months,SUP-6623,premium|organic|new
562,Oil-Free Moisturizer,Beauty & Personal Care,Lakme,258.19,191.77,5.4,2.8,4206,687,130,17.44,SKU-9T30B69C,2024-08-21,Yes,Yes,6 months,SUP-4695,trending|premium|eco
563,Eye Shadow Palette 20 Colors,Beauty & Personal Care,Lakme,1479.23,792.47,11.5,1.9,3722,2978,93,0.59,SKU-4FEGYYJ5,2022-08-18,Yes,No,6 months,SUP-4203,premium|wireless|clearance
564,Mascara Waterproof,Beauty & Personal Care,MAC,40.17,22.6,36.2,1.0,3065,6185,402,12.71,SKU-MW5GYRW6,2022-09-10,YES,No,Lifetime,SUP-7784,clearance|wireless
565,Vitamin C Face Toner,Beauty & Personal Care,Maybelline,1051.12,451.25,36.4,1.5,5358,6043,303,18.14,SKU-FVEL57OB,2023-07-08,yes,Yes,6 Months,SUP-4810,new|limited|wireless|organic
566,Oil-Free Moisturizer,Beauty & Personal Care,The Ordinary,1872.39,766.69,30.1,2.4,1593,3354,380,2.72,SKU-X1BJT4ZF,2024-06-26,Yes,No,6 months,SUP-3832,premium|organic|trending
567,Retinol Night Cream,Beauty & Personal Care,Biotique,316.42,191.12,23.9,2.0,4401,958,209,7.77,SKU-LE4A2G76,2023-02-13,no,No,1 Year,SUP-6362,limited|premium|wireless|eco
568,Eye Shadow Palette 20 Colors,Beauty & Personal Care,Maybelline,2146.0,1185.97,6.5,1.3,1499,,166,17.27,SKU-BFJH9KRS,2024-09-28,Yes,Yes,Lifetime,SUP-7656,wireless|organic|trending
569,Beard Growth Oil 30ml,Beauty & Personal Care,Cetaphil,67.71,43.39,7.6,1.0,44,5698,489,4.96,SKU-FMTGDLB3,2022-02-24,Yes,No,Lifetime,SUP-6820,limited|new
570,Vitamin C Face Toner,Beauty & Personal Care,Lakme,2270.08$,1649.77,38.6,1.7,4553,3388,461,21.81,SKU-VN28HR6C,2022-06-07,Yes,No,1 Year,SUP-7594,trending|bestseller|limited|premium
571,Conditioner Deep Repair,Beauty & Personal Care,Lakme,680.7,417.32,4.5,3.2,4162,3666,188,22.45,SKU-QV4TL70Z,2022-09-23,no,Yes,,SUP-7065,sale|organic
572,Full Coverage Foundation,Beauty & Personal Care,Himalaya,2869.78,1265.21,41.3,3.8,2886,9722,224,14.51,SKU-TIYMR0AZ,2024-02-11,Yes,Yes,6 Months,SUP-7541,wireless|eco
573,Compact Powder,Beauty & Personal Care,MAC,491.71,252.81,27.1,3.7,5146,147,401,11.14,SKU-KE5AJR1O,2023-07-06,No,Yes,Lifetime,,organic
574,Mascara Waterproof,Beauty & Personal Care,MAC,831.02,609.77,8.7,3.4,4129,4952,67,10.3,SKU-I4SWH0TT,2022-08-15,No,No,2 years,SUP-1161,organic|limited
575,Eye Shadow Palette 20 Colors,Beauty & Personal Care,Cetaphil,1378.75,742.94,13.0,3.4,501,296,440,13.63,SKU-J4MDHUTT,2024-09-21,Yes,Yes,6 Months,SUP-4882,premium|trending|eco|bestseller
576,SPF50 Sunscreen Gel,BEAUTY & PERSONAL CARE,L'Oreal,142.54,74.22,17.6,3.7,834,9702,464,21.74,SKU-VXA8MKU1,2021-10-25,no,No,2 years,SUP-1848,sale|trending|clearance|organic
577,Vitamin C Face Toner,Beauty & Personal Care,The Ordinary,373.01,179.35,41.4,2.2,7937,4129,77,15.06,SKU-7OJMP6O6,2021-09-14,No,Yes,1 Year,SUP-2914,wireless|limited|clearance
578,Matte Lipstick Set 12,BEAUTY & PERSONAL CARE,MAC,711.56,516.7,29.1,2.2,6497,,142,12.5,SKU-RNTYLVVL,2021-05-30,Yes,No,6 months,SUP-2340,eco|wireless|bestseller
579,Beard Growth Oil 30ml,Beauty & Personal Care,Cetaphil,558.58,241.3,39.1,4.7,6382,7738,131,23.08,SKU-XWQF1TTI,2022-06-23,yes,Yes,1 year,SUP-6001,new|eco|trending
580,Oil-Free Moisturizer,Beauty & Personal Care,L'Oreal,161.42,112.69,2.1,2.2,759,4232,239,11.38,SKU-JINH1K50,2024-08-18,No,Yes,1 Year,SUP-6839,bestseller|premium|organic|limited
581,Beard Growth Oil 30ml,Beauty & Personal Care,Forest Essentials,657.23,282.02,35.4,3.8,1963,8538,480,15.04,SKU-G7SS63UM,2021-09-28,no,No,6 months,SUP-8123,eco
582,Electric Toothbrush Sonic,Beauty & Personal Care,Forest Essentials,2418.3,1400.56,4.6,,879,5836,227,17.15,SKU-GKNDR07V,2022-09-10,Yes,Yes,1 Year,SUP-5209,premium|eco|sale|wireless
583,Mascara Waterproof,Beauty & Personal Care,Neutrogena,687.49,279.08,40.8,4.3,5601,5576,93,2.43,SKU-DVXKKXO0,2023-03-11,No,No,1 Year,SUP-8500,new|organic|eco|limited
584,Full Coverage Foundation,Beauty & Personal Care,Neutrogena,2528.55,1056.86,6.5,2.8,4782,7581,384,13.49,SKU-XXWCETGV,2024-08-28,no,Yes,2 years,SUP-9669,eco|trending|premium
585,Retinol Night Cream,Beauty & Personal Care,Neutrogena,550.76,262.26,1.3,3.1,2799,7117,444,13.43,SKU-1UV94C8M,2021-01-18,Yes,No,1 Year,SUP-3734,clearance|sale|eco|new
586,Hair Dryer 2200W,Beauty & Personal Care,Maybelline,1972.69,1303.12,24.2,1.1,5913,7613,393,0.35,SKU-4LEO0EU2,2021-05-04,Yes,No,Lifetime,SUP-8771,eco|trending|bestseller
587,Matte Lipstick Set 12,Beauty & Personal Care,Neutrogena,132.94,68.43,39.6,2.2,5854,7553,115,10.04,SKU-672TH1FP,2021-12-04,yes,No,No warranty,SUP-4424,sale
588,Vitamin C Face Toner,Beauty & Personal Care,Maybelline,2867.1,1598.77,11.1,3.6,7051,6321,430,9.42,SKU-VUM2ENI8,2023-08-11,Yes,No,1 year,SUP-3977,organic|limited
589,Eye Shadow Palette 20 Colors,Beauty & Personal Care,Neutrogena,2422.68,1186.5,36.8,3.7,627,572,467,2.67,SKU-9Q8WHT37,2022-09-29,No,Yes,,,bestseller|sale|premium|trending
590,Charcoal Face Wash,Beauty & Personal Care,Biotique,1362.6,797.26,26.1,3.4,6506,3463,484,0.59,SKU-O2POZ4XV,2023-12-12,Yes,No,Lifetime,SUP-5558,premium|eco|organic|sale
591,BB Cream SPF30,Beauty & Personal Care,Lakme,374.24,184.52,8.8,3.6,3480,9057,296,24.63,SKU-214311BK,2021-11-20,Yes,No,Lifetime,SUP-6884,bestseller|wireless
592,SPF50 Sunscreen Gel,BEAUTY & PERSONAL CARE,MAC,2739.87,1999.36,15.7,3.1,5217,6867,21,4.7,SKU-EEJGBJXG,2024-09-13,Yes,Yes,6 Months,SUP-8376,premium
593,Charcoal Face Wash,Beauty & Personal Care,Maybelline,482.89,255.9,35.1,4.4,5269,,40,15.55,SKU-ZL87FJ8B,2024-02-09,no,No,2 years,SUP-7666,eco|trending
594,Argan Hair Serum,Beauty & Personal Care,Lakme,328.11,226.38,2.3,1.8,3134,8615,230,2.53,SKU-NBATQXC7,2024-04-25,Yes,Yes,1 Year,SUP-7404,new|trending|eco|organic
595,Electric Toothbrush Sonic,Beauty & Personal Care,L'Oreal,1487.32,666.02,43.0,3.3,100,425,418,11.56,SKU-WD1BQFDT,2022-08-15,Yes,No,6 months,SUP-9120,sale
596,Vitamin C Face Toner,Beauty & Personal Care,Maybelline,337.32,154.67,36.3,4.9,3882,103,242,6.46,SKU-IB931K26,2021-10-13,yes,No,,SUP-6608,trending|new|sale
597,Eye Shadow Palette 20 Colors,Beauty & Personal Care,Cetaphil,628.69,291.66,28.9,2.4,773,3680,482,3.31,SKU-OXVKU8YJ,2022-06-20,yes,No,6 months,SUP-3153,eco
598,Perfume Eau De Toilette,Beauty & Personal Care,Cetaphil,2110.84,1385.51,36.1,4.5,2091,7847,294,10.73,SKU-59YEQ96S,2022-02-23,No,Yes,Lifetime,SUP-8181,wireless
599,Vitamin C Face Toner,  Beauty & Personal Care  ,Biotique,1213.97,798.72,34.4,4.7,6295,3303,211,15.22,SKU-0EHLITSJ,2021-03-02,Yes,Yes,Lifetime,SUP-5494,sale|new
600,Full Coverage Foundation,Beauty & Personal Care,L'Oreal,989.92,700.4,34.3,1.0,168,297,290,13.0,SKU-IKZOIEAS,2023-06-08,Yes,Yes,No warranty,SUP-1379,limited
601,Slime Making Kit,Toys & Games,Play-Doh,1748.01,1024.64,34.8,3.9,6062,732,208,0.27,SKU-2MT4C46P,2022-02-05,YES,,6 months,SUP-9438,bestseller|limited
602,Ravensburger Puzzle 1000pc,Toys & Games,Disney,958.43,605.49,25.0,2.5,2122,5402,266,3.58,SKU-U2FAW2XC,2021-11-13,yes,No,,SUP-6269,premium|wireless|limited
603,LEGO City Fire Station,Toys & Games,Mattel,1619.53,699.74,22.8,4.7,5346,,272,11.2,SKU-7KA8OBM5,2023-02-11,No,Yes,No warranty,SUP-6873,limited|premium
604,Monopoly Classic Board Game,Toys & Games,Mattel,2977.51,1774.61,6.3,3.8,878,,69,17.18,SKU-7W29MAX6,2021-06-27,Yes,Yes,1 year,SUP-5333,sale
605,Wooden Dollhouse 3-Floor,Toys & Games,Fisher-Price,385.82,253.58,41.6,2.7,2874,,74,0.78,SKU-68ZA0PL8,2024-04-14,No,Yes,6 months,SUP-6004,clearance|limited
606,Water Balloon Pump Kit,Toys & Games,Hasbro,25.5,14.66,33.5,3.5,1679,5064,261,21.14,SKU-JM8C9TFL,2021-06-07,Yes,Yes,1 year,SUP-1062,limited|eco|wireless|trending
607,Hot Wheels 20-Car Pack,Toys & Games,Disney,2569.5,1270.22,28.1,2.9,6798,1319,349,4.03,SKU-CHAO73KU,2022-04-14,Yes,No,1 Year,SUP-4432,limited|wireless|new
608,Water Balloon Pump Kit,Toys & Games,Hot Wheels,774.05,522.47,0.8,2.6,5660,4528,420,7.11,SKU-31DZRHTT,2022-12-22,Yes,Yes,No warranty,SUP-4692,organic|wireless|new
609,Nerf Blaster Elite,Toys & Games,Nerf,2323.52,1211.86,4.4,1.4,358,2977,56,4.07,SKU-5LXK2G5E,2022-09-16,Yes,Yes,Lifetime,SUP-4927,organic
610,Ravensburger Puzzle 1000pc,Toys & Games,Melissa & Doug,2485.08,1535.81,41.1,1.2,732,4522,26,23.46,SKU-H7REDY0V,2022-12-26,YES,Yes,6 months,SUP-7356,eco|sale
611,Baby Rattle Set Organic,Toys & Games,Disney,1097.15,442.48,5.4,1.8,3584,5582,124,8.48,SKU-FERFT5P0,2023-01-03,Yes,Yes,6 months,SUP-8666,trending|limited|sale|premium
612,Slime Making Kit,Toys & Games,Melissa & Doug,1766.3,1317.21,11.3,3.0,988,8773,111,12.15,SKU-4B5UD6GK,2021-01-24,yes,Yes,,SUP-3780,bestseller|new|wireless
613,RC Car Off-Road 4WD,Toys & Games,Nerf,2291.44,1358.87,38.1,2.0,5458,7735,20,9.75,SKU-PYCWEU97,2023-12-19,Yes,Yes,6 Months,SUP-7661,
614,Jenga Giant Tower,Toys & Games,Funskool,473.84,330.26,31.6,3.8,5079,8817,453,5.59,SKU-ETKCAKDP,2024-06-11,Yes,Yes,,SUP-2653,limited
615,Magnetic Tiles 60pc,Toys & Games,Nerf,738.98,468.3,42.1,4.5,1906,5076,291,2.31,SKU-AAE16P1F,2023-02-25,YES,Yes,1 year,SUP-6258,new
616,Marvel Action Figures Set,Toys & Games,Fisher-Price,2296.41,1318.63,4.4,2.4,1267,6166,447,23.48,SKU-BYVF0AKK,2024-03-24,yes,Yes,No warranty,SUP-1600,trending|sale|clearance|wireless
617,Chess Set Wooden,Toys & Games,Disney,2259.15,1284.11,32.5,1.9,3986,5210,167,24.47,SKU-T15KCK4Z,2023-11-10,Yes,,Lifetime,SUP-5252,organic|limited|new|bestseller
618,Giant Stuffed Teddy Bear,TOYS & GAMES,Mattel,1959.84,1042.71,9.3,2.9,553,3383,492,8.49,SKU-08OPEVHT,2024-01-27,no,,6 Months,SUP-5313,wireless|bestseller|new|sale
619,LEGO City Fire Station,Toys & Games,Disney,1813.93,817.5,9.0,2.7,686,5363,315,21.35,SKU-PJAGXLQ0,2023-02-17,no,Yes,2 years,SUP-8148,bestseller
620,Nerf Blaster Elite,Toys & Games,Mattel,622.69,262.07,7.9,4.8,1206,,62,2.71,SKU-CQN5PERP,2021-03-30,No,No,Lifetime,SUP-5734,wireless|organic|bestseller|sale
621,Rubik's Cube 3x3,Toys & Games,Mattel,2695.97,1783.13,44.8,4.9,6510,9004,17,2.44,SKU-9JYJ3CT5,2022-12-01,no,Yes,1 Year,SUP-7554,sale|eco|wireless|clearance
622,Giant Stuffed Teddy Bear,Toys & Games,Nerf,2559.17,1796.69,19.8,3.3,6410,7267,231,24.47,SKU-6AIU01LC,2024-09-30,yes,No,1 Year,SUP-6325,wireless|bestseller
623,Monopoly Classic Board Game,Toys & Games,Mattel,358.03,191.78,15.7,1.2,7986,9227,428,10.76,SKU-EPPOLG5T,2022-04-17,yes,No,2 years,,organic
624,Play-Doh Mega Set,Toys & Games,Nerf,69.99,29.09,0.5,3.9,846,9257,441,21.12,SKU-VF16185I,2021-02-20,No,Yes,6 months,SUP-3840,bestseller|wireless|organic
625,Play-Doh Mega Set,Toys & Games,Hot Wheels,2920.41,1284.2,39.8,1.9,2765,4647,178,19.92,SKU-YB4U33K2,2023-08-28,Yes,No,1 year,SUP-5035,wireless|limited
626,Science Experiment Lab Kit,Toys & Games,Hasbro,2897.92,1432.48,12.2,1.6,4749,942,237,19.51,SKU-1O6WW8EI,2023-02-11,YES,No,No warranty,SUP-7089,sale
627,Baby Rattle Set Organic,Toys & Games,Hot Wheels,2391.51,1447.07,8.1,2.8,5758,3753,61,12.07,SKU-IO74JLYS,2024-11-26,YES,Yes,1 year,SUP-7975,sale|wireless
628,Marvel Action Figures Set,Toys & Games,Funskool,502.81,219.76,15.9,1.9,2718,5810,15,7.98,SKU-JZFUDI4S,2022-11-18,no,No,1 year,SUP-3078,new|wireless|trending
629,UNO Card Game,Toys & Games,Hasbro,2209.18,1633.01,13.6,3.2,4035,679,230,12.34,SKU-NU851V9P,2021-05-29,yes,No,1 year,SUP-9894,premium|sale|eco|clearance
630,UNO Card Game,Toys & Games,Mattel,965.31,533.85,35.7,1.5,6459,2816,19,18.5,SKU-JRX2N75W,2022-05-11,yes,Yes,No warranty,SUP-3605,sale|trending|new
631,Magnetic Tiles 60pc,Toys & Games,Play-Doh,1236.51,749.5,11.3,1.7,104,1485,445,23.65,SKU-2IJKUV2V,2023-10-15,YES,Yes,6 Months,SUP-3201,premium
632,Hot Wheels 20-Car Pack,Toys & Games,Fisher-Price,1434.26,716.79,1.8,3.9,5034,1226,35,18.45,SKU-DHNHWEKQ,2021-05-15,Yes,Yes,,SUP-1348,clearance|wireless
633,Hot Wheels 20-Car Pack,Toys & Games,LEGO,1310.6,583.78,12.7,3.8,5842,5799,15,0.42,SKU-LQHPQPFI,2021-06-22,Yes,No,,SUP-5243,limited
634,Magnetic Tiles 60pc,Toys & Games,Hasbro,593.9,274.7,21.1,4.6,4287,5931,254,23.78,SKU-61PY2VG9,2024-06-25,No,Yes,No warranty,SUP-6573,sale|trending|clearance|premium
635,Magnetic Tiles 60pc,Toys & Games,Disney,926.42$,620.72,3.5,3.0,1794,4401,186,10.74,SKU-MH3UQ1AM,2022-04-01,yes,No,1 Year,SUP-1679,new|bestseller|limited|eco
636,Science Experiment Lab Kit,Toys & Games,Disney,1879.34,957.59,33.4,2.1,748,6403,381,7.0,SKU-LVA2UHTJ,2022-10-26,Yes,Yes,6 Months,SUP-2537,organic|wireless|premium|new
637,Play-Doh Mega Set,Toys & Games,Nerf,1245.21,701.77,30.6,2.6,1915,6621,293,23.12,SKU-62NKYS30,2023-06-07,Yes,Yes,No warranty,SUP-3735,sale
638,UNO Card Game,toys & games,Nerf,2929.0,1544.08,33.9,2.7,2764,598,126,17.66,SKU-P6VIARPH,2024-06-23,YES,Yes,6 months,SUP-3222,limited|wireless
639,LEGO City Fire Station,Toys & Games,Disney,1942.89,1070.18,9.8,4.0,5539,9794,423,20.67,SKU-N1UHYGSW,2024-08-10,no,,1 Year,SUP-6286,wireless|new|organic
640,Monopoly Classic Board Game,Toys & Games,Disney,2049.97,1137.68,18.3,1.8,6872,1002,400,1.79,SKU-1U86AG3U,2024-04-06,Yes,No,1 year,SUP-3521,bestseller|wireless|clearance
641,Magnetic Tiles 60pc,Toys & Games,Melissa & Doug,1218.65,611.98,1.4,3.9,4844,8774,361,23.84,SKU-I5YILYXY,2021-06-25,No,Yes,Lifetime,,wireless|new|trending|premium
642,Jenga Giant Tower,Toys & Games,Mattel,818.31,488.12,23.1,4.1,5395,4019,425,1.4,SKU-F5Y0QTOS,2024-12-11,Yes,Yes,6 Months,SUP-4633,organic|sale|trending
643,Marvel Action Figures Set,Toys & Games,Disney,9.41,6.86,34.9,1.5,445,9815,89,10.34,SKU-KQBBWBX5,2024-08-27,Yes,Yes,1 year,SUP-7793,premium|organic|eco
644,Rubik's Cube 3x3,Toys & Games,Hot Wheels,555.63,348.04,28.4,1.4,3432,8844,11,10.6,SKU-VEV64GRO,2021-01-25,Yes,No,6 months,SUP-2966,limited|bestseller
645,Nerf Blaster Elite,Toys & Games,Mattel,1005.35,585.79,37.0,2.9,48,1330,101,0.32,SKU-037FF5HV,2023-06-29,Yes,No,No warranty,SUP-1146,wireless|clearance|limited
646,Baby Rattle Set Organic,Toys & Games,LEGO,2263.87,1097.52,14.3,4.4,7302,5051,31,8.83,SKU-I1J1Z322,2022-03-09,Yes,No,1 Year,SUP-9356,eco
647,Nerf Blaster Elite,Toys & Games,Nerf,596.77,265.27,19.3,2.5,6609,7595,319,19.4,SKU-8OVEUUR6,2024-10-10,Yes,No,2 years,SUP-9592,
648,Rubik's Cube 3x3,Toys & Games,Nerf,2678.16,1424.61,44.3,4.6,7765,9843,346,20.54,SKU-V020ILTR,2022-09-14,no,Yes,1 year,,bestseller
649,Water Balloon Pump Kit,Toys & Games,Fisher-Price,,353.45,8.5,4.1,693,2535,74,10.09,SKU-B6KB9Z7F,2023-08-17,Yes,Yes,6 Months,SUP-1553,bestseller
650,Kinetic Sand 2kg,Toys & Games,Mattel,2531.63,1429.17,1.5,3.5,3561,5361,436,16.8,SKU-K0YZKAWZ,2021-08-24,Yes,No,2 years,SUP-1507,limited|wireless|trending|premium
651,UNO Card Game,Toys & Games,LEGO,2572.63,1391.29,5.9,1.0,3881,5971,135,15.72,SKU-AWO7PLR1,2023-10-10,No,Yes,1 Year,SUP-9040,eco|bestseller
